Country Name,Country Code,Indicator Code,Indicator Name,Date,value,continent
OECD members,OED,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,2802895.44151122,
OECD members,OED,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1964,46.7469361592799,
OECD members,OED,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1964,73.3739099695794,
OECD members,OED,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,1690.1144861307,
OECD members,OED,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,71.3084145845509,
OECD members,OED,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,65.2918492798452,
OECD members,OED,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,68.2297518917314,
OECD members,OED,SP.POP.TOTL,"Population, total",1964,855187441.0,
Other small states,OSS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1964,31.8325833850723,
Other small states,OSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,7126.23747434365,
Other small states,OSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,55.633243133018,
Other small states,OSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,50.7047989751591,
Other small states,OSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,53.1194310157033,
Other small states,OSS,SP.POP.TOTL,"Population, total",1964,9840401.0,
Pacific island small states,PSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,653.638052790842,
Pacific island small states,PSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,60.08723748266,
Pacific island small states,PSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,56.6930372625346,
Pacific island small states,PSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,58.1899148183918,
Pacific island small states,PSS,SP.POP.TOTL,"Population, total",1964,984824.0,
Post-demographic dividend,PST,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1964,2.8629305134319,
Post-demographic dividend,PST,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,2827084.37125047,
Post-demographic dividend,PST,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1964,44.2471826310376,
Post-demographic dividend,PST,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1964,82.0038796568529,
Post-demographic dividend,PST,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,1774.4001980507,
Post-demographic dividend,PST,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,72.9394226639672,
Post-demographic dividend,PST,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,66.859557174827,
Post-demographic dividend,PST,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,69.8273958079861,
Post-demographic dividend,PST,SP.POP.TOTL,"Population, total",1964,792263980.0,
Pre-demographic dividend,PRE,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,25511.9158942684,
Pre-demographic dividend,PRE,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1964,0.952959501164192,
Pre-demographic dividend,PRE,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,124.668973286881,
Pre-demographic dividend,PRE,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,42.1522155721582,
Pre-demographic dividend,PRE,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,39.7276705083134,
Pre-demographic dividend,PRE,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,40.9182230195902,
Pre-demographic dividend,PRE,SP.POP.TOTL,"Population, total",1964,205835402.0,
Small states,SST,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1964,31.8325833850723,
Small states,SST,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,16720.5043672153,
Small states,SST,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,58.8949628439929,
Small states,SST,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,54.4609892467574,
Small states,SST,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,56.6326365341682,
Small states,SST,SP.POP.TOTL,"Population, total",1964,15333414.0,
South Asia (IDA & IBRD),TSA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,48650.8642346016,
South Asia (IDA & IBRD),TSA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1964,4.76040063855978,
South Asia (IDA & IBRD),TSA,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,110.874643897598,
South Asia (IDA & IBRD),TSA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,43.9295512092937,
South Asia (IDA & IBRD),TSA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,45.2735863908841,
South Asia (IDA & IBRD),TSA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,44.6155208051556,
South Asia (IDA & IBRD),TSA,SP.POP.TOTL,"Population, total",1964,623943328.0,
Sub-Saharan Africa (excluding high income),SSA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,37910.3140946759,
Sub-Saharan Africa (excluding high income),SSA,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,157.561904896744,
Sub-Saharan Africa (excluding high income),SSA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,43.5449191631726,
Sub-Saharan Africa (excluding high income),SSA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,40.6928644967092,
Sub-Saharan Africa (excluding high income),SSA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,42.0945697090014,
Sub-Saharan Africa (excluding high income),SSA,SP.POP.TOTL,"Population, total",1964,249827334.0,
Sub-Saharan Africa (IDA & IBRD countries),TSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,37915.9709322283,
Sub-Saharan Africa (IDA & IBRD countries),TSS,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,157.589644526496,
Sub-Saharan Africa (IDA & IBRD countries),TSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,43.5449191631726,
Sub-Saharan Africa (IDA & IBRD countries),TSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,40.6928644967092,
Sub-Saharan Africa (IDA & IBRD countries),TSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,42.0945697090014,
Sub-Saharan Africa (IDA & IBRD countries),TSS,SP.POP.TOTL,"Population, total",1964,249873656.0,
World,WLD,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1964,2.77878365851951,
World,WLD,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1964,3908631.19373737,
World,WLD,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,562.186363716035,
World,WLD,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,56.7702835646224,
World,WLD,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,52.7737708367235,
World,WLD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,54.6875042430578,
World,WLD,SP.POP.TOTL,"Population, total",1964,3255145692.0,
Channel Islands,CHI,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1964,74.152,
Channel Islands,CHI,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1964,68.091,
Channel Islands,CHI,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1964,71.143,
Channel Islands,CHI,SP.POP.TOTL,"Population, total",1964,113777.0,
Early-demographic dividend,EAR,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,1.40925023658866,
Early-demographic dividend,EAR,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,332155.429493625,
Early-demographic dividend,EAR,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,7.76918898752373,
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,195.244644848765,
Early-demographic dividend,EAR,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,48.5756857886098,
Early-demographic dividend,EAR,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,47.5586630004054,
Early-demographic dividend,EAR,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,48.0284202943493,
Early-demographic dividend,EAR,SP.POP.TOTL,"Population, total",1965,1103859981.0,
East Asia & Pacific (excluding high income),EAP,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,84243.4831114267,
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,97.4839907947274,
East Asia & Pacific (excluding high income),EAP,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,52.6903840299722,
East Asia & Pacific (excluding high income),EAP,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,48.8693443062392,
East Asia & Pacific (excluding high income),EAP,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,50.7133848186174,
East Asia & Pacific (excluding high income),EAP,SP.POP.TOTL,"Population, total",1965,976371564.0,
East Asia & Pacific (IDA & IBRD countries),TEA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,83182.2154903244,
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,98.6068387432323,
East Asia & Pacific (IDA & IBRD countries),TEA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,52.6273083728316,
East Asia & Pacific (IDA & IBRD countries),TEA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,48.8446249990248,
East Asia & Pacific (IDA & IBRD countries),TEA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,50.6671584552606,
East Asia & Pacific (IDA & IBRD countries),TEA,SP.POP.TOTL,"Population, total",1965,963806224.0,
Euro area,EMU,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,3.48501307421893,
Euro area,EMU,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1965,44.7226650220972,
Euro area,EMU,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,156.268987845805,
Euro area,EMU,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,1468.53626462288,
Euro area,EMU,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,73.3620304925134,
Euro area,EMU,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,67.4438093106649,
Euro area,EMU,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,70.3291236997545,
Euro area,EMU,SP.POP.TOTL,"Population, total",1965,277650954.0,
Europe & Central Asia (excluding high income),ECA,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,1.40925023658866,
Europe & Central Asia (excluding high income),ECA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,892474.828594515,
Europe & Central Asia (excluding high income),ECA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,68.9366980939011,
Europe & Central Asia (excluding high income),ECA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,61.1320570008813,
Europe & Central Asia (excluding high income),ECA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,64.9598938024002,
Europe & Central Asia (excluding high income),ECA,SP.POP.TOTL,"Population, total",1965,277095486.0,
Europe & Central Asia (IDA & IBRD countries),TEC,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,0.341879782607615,
Europe & Central Asia (IDA & IBRD countries),TEC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,917786.015490705,
Europe & Central Asia (IDA & IBRD countries),TEC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,69.325325765279,
Europe & Central Asia (IDA & IBRD countries),TEC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,61.9889579612124,
Europe & Central Asia (IDA & IBRD countries),TEC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,65.5750275429411,
Europe & Central Asia (IDA & IBRD countries),TEC,SP.POP.TOTL,"Population, total",1965,331852935.0,
Fragile and conflict affected situations,FCS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,50658.9848254617,
Fragile and conflict affected situations,FCS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,49.5499151656376,
Fragile and conflict affected situations,FCS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,45.4037043409078,
Fragile and conflict affected situations,FCS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,47.4194246549835,
Fragile and conflict affected situations,FCS,SP.POP.TOTL,"Population, total",1965,272657455.0,
Heavily indebted poor countries (HIPC),HPC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,20482.7707675676,
Heavily indebted poor countries (HIPC),HPC,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,1.90539392050766,
Heavily indebted poor countries (HIPC),HPC,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,133.666942808376,
Heavily indebted poor countries (HIPC),HPC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,43.1323655496157,
Heavily indebted poor countries (HIPC),HPC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,40.6513711344821,
Heavily indebted poor countries (HIPC),HPC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,41.875989987784,
Heavily indebted poor countries (HIPC),HPC,SP.POP.TOTL,"Population, total",1965,182548798.0,
IBRD only,IBD,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,0.341879782607615,
IBRD only,IBD,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,1146719.31552272,
IBRD only,IBD,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,16.1529554851703,
IBRD only,IBD,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,202.449482744131,
IBRD only,IBD,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,54.1485892265202,
IBRD only,IBD,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,50.7514985693529,
IBRD only,IBD,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,52.3645524116246,
IBRD only,IBD,SP.POP.TOTL,"Population, total",1965,2111931236.0,
IDA & IBRD total,IBT,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,0.341879782607615,
IDA & IBRD total,IBT,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,1210919.00079248,
IDA & IBRD total,IBT,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,188.960952960151,
IDA & IBRD total,IBT,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,52.6586312520396,
IDA & IBRD total,IBT,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,49.5043780805961,
IDA & IBRD total,IBT,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,51.0041788260902,
IDA & IBRD total,IBT,SP.POP.TOTL,"Population, total",1965,2541414856.0,
IDA blend,IDB,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,24115.5475621251,
IDA blend,IDB,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,2.60704929383522,
IDA blend,IDB,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,127.184058832507,
IDA blend,IDB,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,47.4493338063427,
IDA blend,IDB,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,45.305053040184,
IDA blend,IDB,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,46.3241253242686,
IDA blend,IDB,SP.POP.TOTL,"Population, total",1965,136134348.0,
IDA only,IDX,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,38168.0260607364,
IDA only,IDX,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,121.067328788284,
IDA only,IDX,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,44.3990871248397,
IDA only,IDX,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,42.4357893723105,
IDA only,IDX,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,43.3846146941998,
IDA only,IDX,SP.POP.TOTL,"Population, total",1965,293349272.0,
IDA total,IDA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,63380.0520426637,
IDA total,IDA,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,120.581238790339,
IDA total,IDA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,45.3539455095774,
IDA total,IDA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,43.3604483788999,
IDA total,IDA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,44.3184471581969,
IDA total,IDA,SP.POP.TOTL,"Population, total",1965,429483620.0,
Late-demographic dividend,LTE,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,0.508550042876789,
Late-demographic dividend,LTE,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,845655.040805065,
Late-demographic dividend,LTE,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,205.230264279596,
Late-demographic dividend,LTE,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,57.2448899611125,
Late-demographic dividend,LTE,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,52.2836424856991,
Late-demographic dividend,LTE,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,54.6651794899079,
Late-demographic dividend,LTE,SP.POP.TOTL,"Population, total",1965,1191679434.0,
Latin America & Caribbean (excluding high income),LAC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,191846.439,
Latin America & Caribbean (excluding high income),LAC,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,15.4451697444733,
Latin America & Caribbean (excluding high income),LAC,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,433.433282792527,
Latin America & Caribbean (excluding high income),LAC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,59.93796656905,
Latin America & Caribbean (excluding high income),LAC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,55.6686526155734,
Latin America & Caribbean (excluding high income),LAC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,57.7464164493618,
Latin America & Caribbean (excluding high income),LAC,SP.POP.TOTL,"Population, total",1965,224812280.0,
Latin America & the Caribbean (IDA & IBRD countries),TLA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,211310.875,
Latin America & the Caribbean (IDA & IBRD countries),TLA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,13.5086571203567,
Latin America & the Caribbean (IDA & IBRD countries),TLA,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,463.69098274035,
Latin America & the Caribbean (IDA & IBRD countries),TLA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,60.1116144105497,
Latin America & the Caribbean (IDA & IBRD countries),TLA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,55.7439264844661,
Latin America & the Caribbean (IDA & IBRD countries),TLA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,57.8681736958829,
Latin America & the Caribbean (IDA & IBRD countries),TLA,SP.POP.TOTL,"Population, total",1965,240564863.0,
Least developed countries: UN classification,LDC,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,27860.9390438574,
Least developed countries: UN classification,LDC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,43.5586008700612,
Least developed countries: UN classification,LDC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,41.672064152126,
Least developed countries: UN classification,LDC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,42.5842418977188,
Least developed countries: UN classification,LDC,SP.POP.TOTL,"Population, total",1965,270646667.0,
Middle East & North Africa (excluding high income),MNA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,76175.534333015,
Middle East & North Africa (excluding high income),MNA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,11.2578091842798,
Middle East & North Africa (excluding high income),MNA,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,213.916359797986,
Middle East & North Africa (excluding high income),MNA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,50.0882036618215,
Middle East & North Africa (excluding high income),MNA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,48.5898262848369,
Middle East & North Africa (excluding high income),MNA,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,49.3275278034668,
Middle East & North Africa (excluding high income),MNA,SP.POP.TOTL,"Population, total",1965,111307810.0,
Middle East & North Africa (IDA & IBRD countries),TMN,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,75983.907,
Middle East & North Africa (IDA & IBRD countries),TMN,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,11.2578091842798,
Middle East & North Africa (IDA & IBRD countries),TMN,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,212.006962243325,
Middle East & North Africa (IDA & IBRD countries),TMN,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,50.0882036618215,
Middle East & North Africa (IDA & IBRD countries),TMN,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,48.5898262848369,
Middle East & North Africa (IDA & IBRD countries),TMN,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,49.3275278034668,
Middle East & North Africa (IDA & IBRD countries),TMN,SP.POP.TOTL,"Population, total",1965,111307810.0,
OECD members,OED,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,2.98181810481771,
OECD members,OED,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,3016947.61834502,
OECD members,OED,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1965,46.2171482469932,
OECD members,OED,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,78.8034970728321,
OECD members,OED,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,1810.72427483387,
OECD members,OED,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,71.4506112956079,
OECD members,OED,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,65.393062302616,
OECD members,OED,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,68.3509901310171,
OECD members,OED,SP.POP.TOTL,"Population, total",1965,866357882.0,
Other small states,OSS,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,30.4088993702621,
Other small states,OSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,6957.90115605206,
Other small states,OSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,56.0038080767118,
Other small states,OSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,51.1050207133177,
Other small states,OSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,53.5057671467705,
Other small states,OSS,SP.POP.TOTL,"Population, total",1965,10026023.0,
Pacific island small states,PSS,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,584.62037019802,
Pacific island small states,PSS,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,60.4841515741288,
Pacific island small states,PSS,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,57.0228798106194,
Pacific island small states,PSS,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,58.5597667765017,
Pacific island small states,PSS,SP.POP.TOTL,"Population, total",1965,1014633.0,
Post-demographic dividend,PST,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,3.06958241297369,
Post-demographic dividend,PST,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,3040207.76153198,
Post-demographic dividend,PST,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1965,43.7295425212781,
Post-demographic dividend,PST,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,87.9395512778921,
Post-demographic dividend,PST,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,1906.58591542747,
Post-demographic dividend,PST,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,73.0605599738795,
Post-demographic dividend,PST,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,66.9137788520236,
Post-demographic dividend,PST,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,69.9136646685979,
Post-demographic dividend,PST,SP.POP.TOTL,"Population, total",1965,801098720.0,
Pre-demographic dividend,PRE,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,29590.8559355032,
Pre-demographic dividend,PRE,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,1.12843932397372,
Pre-demographic dividend,PRE,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,137.161350140586,
Pre-demographic dividend,PRE,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,42.5798886474998,
Pre-demographic dividend,PRE,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,40.1593635599224,
Pre-demographic dividend,PRE,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,41.3482414734515,
Pre-demographic dividend,PRE,SP.POP.TOTL,"Population, total",1965,210865011.0,
Small states,SST,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),1965,30.4088993702621,
Small states,SST,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,17773.4548643406,
Small states,SST,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,59.2425338491065,
Small states,SST,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,54.8201566814119,
Small states,SST,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1965,56.9869270927934,
Small states,SST,SP.POP.TOTL,"Population, total",1965,15621038.0,
South Asia (IDA & IBRD),TSA,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt),1965,53352.3875233668,
South Asia (IDA & IBRD),TSA,AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),1965,4.81168366177819,
South Asia (IDA & IBRD),TSA,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,116.484498536897,
South Asia (IDA & IBRD),TSA,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1965,44.567116362362,
South Asia (IDA & IBRD),TSA,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1965,45.8732411938474,
