Country Name,Country Code,Indicator Code,Indicator Name,Date,value
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1978,69.501568006506
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1978,72.7531681380776
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1978,19.1479018926718
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1978,525.665332300089
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1978,60.9017865967277
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1978,57.5962915723273
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1978,59.1767264864206
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1978,316.918548556332
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1978,48.9635782476695
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1978,46.0463226114
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1978,47.5174024657524
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1978,15.2433046527981
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1978,338.195194447381
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1978,55.624995277206
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1978,53.4737203041082
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1978,54.4793002847003
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1978,19.2640422966801
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1978,540.673890297606
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1978,61.7694888620825
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1978,58.3979779803726
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1978,60.0048465221
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1978,20.3333835703308
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1978,734.456321200589
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1978,67.5236203721875
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1978,63.1030001686322
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1978,65.2322587002045
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1979,37.7063121895136
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,8457.56165288254
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1979,76.5449331857435
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1979,69.7588339032906
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1979,73.063121352654
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1979,18.3940531362022
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,611.279131273893
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1979,61.3556953580031
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1979,57.9698301879513
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1979,59.5878391035719
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,342.793049936166
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1979,49.2987101930512
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1979,46.3823558758642
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1979,47.8535769582958
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1979,14.8109240747655
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,379.530165689177
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1979,56.1794323186215
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1979,53.9092515853987
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1979,54.9713357548901
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1979,18.4801330206502
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,630.712572385185
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1979,62.236745654137
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1979,58.778792704646
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1979,60.4259410119716
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1979,19.4203946917548
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,877.869080222427
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1979,67.9594983052121
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1979,63.4720021293023
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1979,65.6315422201554
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1980,40.0950462790479
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,9369.58854942877
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1980,76.5584896266945
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1980,69.7937623085651
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1980,73.0869879505688
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1980,17.950238043303
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,705.650668573785
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1980,61.791313417099
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1980,58.3251435869311
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1980,59.9805216965593
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,363.946126414981
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1980,49.6320571651262
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1980,46.7127140653419
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1980,48.1857876509885
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1980,14.8786240243305
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,449.77689911631
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1980,56.6984424916254
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1980,54.3096767316751
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1980,55.4268581874685
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1980,17.9928426222181
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,730.540974100023
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1980,62.684417283753
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1980,59.1403297273627
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1980,60.8274393502785
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1980,18.7540874212435
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,1005.13029086188
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1980,68.3934576223866
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1980,63.8402028843446
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1980,66.0303826216922
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1981,40.2782828106017
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,9434.8207445183
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1981,76.9241894776899
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1981,70.1389318848611
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1981,73.4418930113693
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1981,18.3234778299761
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,776.726107137842
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1981,62.1998002110014
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1981,58.6618367843814
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1981,60.3527073167775
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,364.016517689938
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1981,49.9687125107968
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1981,47.0414363937542
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1981,48.5184637490727
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1981,15.5741574431438
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,528.134004857036
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1981,57.1787096956223
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1981,54.6836371537663
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1981,55.8504399098585
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1981,18.3770040452067
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,806.918152087331
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1981,63.1023291256645
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1981,59.4816142065376
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1981,61.2061187914348
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1981,19.1013873360756
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,1070.48758549926
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1981,68.8059295185472
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1981,64.1949085807011
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1981,66.4106173895284
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1982,41.1354439251474
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,9276.02985670302
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1982,77.2422236588595
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1982,70.4773459746719
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1982,73.7697911445543
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1982,18.6873575089549
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,750.060695607067
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1982,62.5896097485768
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1982,58.9993684259313
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1982,60.7150675592637
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,361.801527571858
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1982,50.3081007036203
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1982,47.3672020692408
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1982,48.851205302501
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1982,16.3897650250355
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,530.558027441288
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1982,57.6256415302088
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1982,55.0462191803582
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1982,56.2533157701396
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1982,18.7705985825842
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,778.529146013154
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1982,63.4993218504165
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1982,59.8233290474363
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1982,61.5739770895852
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1982,19.3837817646546
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,1005.92242512717
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1982,69.2029643646683
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1982,64.5570483987651
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1982,66.7887518662507
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1983,41.717682538826
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,9509.87891457644
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1983,77.3302126424582
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1983,70.5945255039685
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1983,73.8729648130312
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1983,18.722199055039
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,710.115098545166
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1983,62.9314786576458
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1983,59.3067412726631
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1983,61.0387456090283
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,342.033274673588
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1983,50.6461016899863
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1983,47.6862784518678
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1983,49.1798415362547
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1983,16.4960138749614
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,511.982638499132
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1983,58.0472251007099
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1983,55.4119988561802
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1983,56.6464473108466
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1983,18.7955388421135
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,737.209055330551
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1983,63.8451094688641
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1983,60.1333116330317
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1983,61.9008212532736
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1983,19.4092582468388
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,940.641822960936
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1983,69.5242901234783
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1983,64.8539656757964
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1983,67.0965606782426
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1984,41.1239100038875
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,9853.93384077693
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1984,77.6171421719848
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1984,70.852327511746
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1984,74.1445625674062
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1984,19.3586459367366
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,703.614088245523
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1984,63.2396552660211
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1984,59.5957500407394
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1984,61.3375172856874
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,327.900068613888
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1984,50.976801952062
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1984,47.9925910704181
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1984,49.4981776559177
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1984,17.3008873994805
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,493.517600276337
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1984,58.4477681706628
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1984,55.7853218773722
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1984,57.0349301422977
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1984,19.4651884880104
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,731.439847661103
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1984,64.156005866077
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1984,60.4251246547796
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1984,62.2023473400367
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1984,20.0507200122593
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,954.221727552762
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1984,69.7992552610616
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1984,65.109064661143
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1984,67.360457089999
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1985,41.9501042789733
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,10277.842639371
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1985,77.7292596161257
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1985,70.993340502376
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1985,74.2712124870297
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1985,20.6610367283707
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,716.979014001047
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1985,63.5550165801995
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1985,59.9288728196903
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1985,61.6645733157736
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,321.888611011011
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1985,51.2863364885709
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1985,48.2711375553912
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1985,49.7921861973202
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1985,19.3627161888912
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,513.314726141268
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1985,58.8321531767309
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1985,56.1693260728828
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1985,57.4228496608078
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1985,20.7870244045105
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,746.436092902669
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1985,64.4768349650228
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1985,60.7666425935128
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1985,62.5365347209908
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1985,21.1520898587874
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,961.620892055579
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1985,70.1063045891996
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1985,65.4501260904789
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1985,67.6867650996482
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1986,41.3546746413952
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,12394.741246166
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1986,77.9438521694959
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1986,71.254606838627
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1986,74.5095017128243
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1986,21.4421963132138
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,729.281558540654
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1986,63.8877149549186
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1986,60.2899778129434
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1986,62.01571770973
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,358.570153004802
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1986,51.5579079788378
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1986,48.5044864135806
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1986,50.0447617792012
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1986,20.5997937366645
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,533.308633234614
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1986,59.2083615397829
Lower middle income,LMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1986,56.5624530257494
Lower middle income,LMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1986,57.8129863648794
Middle income,MIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1986,21.6076781986093
Middle income,MIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,756.971807084865
Middle income,MIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1986,64.8196594254597
Middle income,MIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1986,61.1417245014921
Middle income,MIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1986,62.900031793933
Upper middle income,UMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1986,21.8483457315047
Upper middle income,UMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,958.083815377142
Upper middle income,UMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1986,70.4601572011707
Upper middle income,UMC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1986,65.8451093121695
Upper middle income,UMC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1986,68.0647356376019
High income,HIC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1987,41.6300949374043
High income,HIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1987,14267.5079604515
High income,HIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1987,78.2009568949965
High income,HIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1987,71.5123450035877
High income,HIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1987,74.7662519517719
Low & middle income,LMY,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1987,22.2708425329053
Low & middle income,LMY,NY.GDP.PCAP.CD,GDP per capita (current US$),1987,738.168429906479
Low & middle income,LMY,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1987,64.1735758636947
Low & middle income,LMY,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1987,60.5688330694
Low & middle income,LMY,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1987,62.2997450012004
Low income,LIC,NY.GDP.PCAP.CD,GDP per capita (current US$),1987,405.545284778565
Low income,LIC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1987,51.779823196867
Low income,LIC,SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",1987,48.6812226089461
Low income,LIC,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1987,50.2440341531442
Lower middle income,LMC,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1987,22.3372564075312
Lower middle income,LMC,NY.GDP.PCAP.CD,GDP per capita (current US$),1987,509.874833638901
Lower middle income,LMC,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",1987,59.5964846028465
